text,label
"Honestly, Listen, I need to discuss school quite",neutral
"Maybe Well, I'm thinking about my family very",neutral
"I think Honestly, I love school quite",positive
"Honestly, I love school quite?!",positive
I believe I'm disappointed with my day in my opinion!!,negative
I'm disappointed with my day in my opinion!! right?,negative
I'm disappointed with my day in my opinion!!...?,negative
"To be honest, I'm disappointed with my job...?!",negative
"Honestly, I'm thinking about my job.",neutral
"I think Hey, I'm disappointed with my friends very",negative
"Hey, I'm disappointed with my friends very right?",negative
Let's talk about school if you ask me in my opinion,neutral
"Honestly, I hate my friends I suppose in my opinion",negative
I need to discuss my day very?? right?,neutral
I believe I need to discuss my day I think ,neutral
I need to discuss my day I think ...,neutral
"Maybe Honestly, Let's talk about my past wouldn't you say?,",neutral
I need to discuss school as far as I can tell,neutral
"Honestly, I'm upset about school don't you think?...!",negative
I'm upset about school don't you think?...! don't you think?,negative
I'm upset about school don't you think?...!?!,negative
I'm excited for my health from my perspective!!,positive
"Maybe You see, I'm upset about my family very",negative
"You see, I'm upset about my family very maybe",negative
"You see, I'm upset about my family very!!",negative
"Maybe Hmm, Let's talk about work you know",neutral
"Hmm, Let's talk about work you know you know?",neutral
"Actually, Hmm, I'm excited for work if you ask me,",positive
"Honestly, I'm thinking about my family! maybe",neutral
I hate my day I think...!,negative
"Hey, I'm disappointed with work you know maybe",negative
"Hey, I'm disappointed with work you know...",negative
"You know, I hate work in my opinion",negative
I hate work in my opinion you know?,negative
I hate work in my opinion...?,negative
"Honestly, Let's talk about work from my perspective ",neutral
Let's talk about work from my perspective  I think,neutral
I think I'm upset about my past I believe?!,negative
I'm upset about my past I believe?!...?,negative
"Honestly, You know what, I need to discuss my day!!",neutral
"You know what, I need to discuss my day!! you know?",neutral
"You know what, I need to discuss my day!!!!",neutral
"Hmm, I'm thinking about my future wouldn't you say?!",neutral
"Listen, I'm excited for my future...",positive
"To be honest, I need to discuss my friends from my perspective",neutral
"In my experience, Listen, I'm upset about school",negative
"Listen, I'm upset about school from my perspective",negative
"In my experience, Honestly, I'm excited for my future?",positive
"Honestly, I'm excited for my future?...?",positive
"Honestly, I'm thinking about my job I believe!",neutral
"Actually, I need to discuss my relationship don't you think? in my opinion",neutral
"Actually, I need to discuss my relationship don't you think?...",neutral
"I'm really happy about my friends I believe, I think",positive
"I'm really happy about my friends I believe,!!",positive
"I feel like Hmm, I'm disappointed with my relationship...!",negative
"Hmm, I'm disappointed with my relationship...! maybe",negative
"Actually, I hate my job wouldn't you say?",negative
I hate my job wouldn't you say? in my opinion,negative
"You know, Look, I'm upset about my future really",negative
"Look, I'm upset about my future really right?",negative
"I'm upset about my family I believe, I think",negative
"I'm upset about my family I believe,...?",negative
"In my experience, You know what, I hate my friends",negative
"I mean, I'm upset about my past from my perspective",negative
Maybe I'm disappointed with my past very,negative
I'm disappointed with my past very don't you think?,negative
I'm disappointed with my past very...?,negative
"Hey, Let's talk about school!",neutral
"Honestly, I'm excited for my past right?!",positive
"You know, Actually, I'm excited for work ",positive
"Actually, I'm excited for work !",positive
"I mean, I'm disappointed with my friends quite",negative
"Look, I'm excited for school as far as I can tell in my opinion",positive
"Look, I'm excited for school as far as I can tell?!",positive
"Well, I'm disappointed with my family",negative
Maybe Let's talk about school quite??,neutral
Let's talk about school quite??!,neutral
I'm disappointed with my relationship I think don't you think?,negative
I'm disappointed with my relationship I think...?,negative
"Honestly, I love my friends from my perspective I think",positive
"Hmm, I love my relationship wouldn't you say? right?",positive
"Hmm, I love my relationship wouldn't you say?...?",positive
"You know what, I need to discuss work I believe? in my opinion",neutral
"In my experience, Well, I hate my future as far as I can tell",negative
"Well, I hate my future as far as I can tell!!",negative
I'm upset about my day right? right?,negative
"I think Hey, I'm upset about my future wouldn't you say?",negative
"Hey, I'm upset about my future wouldn't you say? from my perspective",negative
"Look, I'm excited for my day very...!",positive
I hate my past right?!,negative
I'm disappointed with my family...! right?,negative
I love my job if you ask me maybe,positive
"Look, I'm upset about my day right? right?",negative
"Look, I'm upset about my day right?!",negative
"Well, I'm upset about my family as far as I can tell",negative
"You know, Honestly, Let's talk about my health in my opinion!",neutral
"Honestly, Let's talk about my health in my opinion! from my perspective",neutral
"Honestly, Let's talk about my health in my opinion!!",neutral
"Actually, I'm excited for school!!",positive
"You know what, I'm excited for my family it seems... right?",positive
"You know what, I'm excited for my family it seems...?!",positive
"I mean, I'm thinking about work actually you know?",neutral
"To be honest, I'm upset about my future as far as I can tell right?",negative
"To be honest, I'm upset about my future as far as I can tell!",negative
"You know, I love my past quite!!",positive
I love my past quite!! don't you think?,positive
I love my past quite!!...,positive
"I feel like Well, I'm excited for my relationship I suppose",positive
"Well, I'm excited for my relationship I suppose right?",positive
"You know what, I'm disappointed with school very...",negative
Let's talk about school quite!?!,neutral
"Actually, I'm upset about my relationship I believe,",negative
I need to discuss work it seems from my perspective,neutral
Let's talk about school??!!,neutral
