text,label
I can't stop crying my friends ,sad
"Actually, I can't believe work as far as I can tell in my opinion",angry
"Actually, I can't believe work as far as I can tell!",angry
"I mean, Everything is going well my friends I think",happy
"To be honest, I'm so excited about my past I suppose I think",happy
"To be honest, I'm so excited about my past I suppose...",happy
"You know what, I'm so excited about my job I suppose?!",happy
"Actually, I'm so frustrated with my day ",angry
I can't stop crying school if you ask me in my opinion,sad
I can't stop crying school if you ask me...,sad
"Look, I'm feeling down my job,!!",sad
"Look, This makes me really mad my health very in my opinion",angry
I'm really worried about my job quite,anxious
"Actually, I'm really upset about my job actually maybe",sad
I'm feeling great today! my job in my opinion you know?,happy
I'm nervous about my family I think... right?,anxious
"Hmm, Everything is going well my family...?",happy
This makes me really mad school...,angry
"You know, I wanted to talk about my job as far as I can tell??",neutral
I wanted to talk about my job as far as I can tell?? don't you think?,neutral
Everything is going well my future??...,happy
"Honestly, I'm really upset about my health if you ask me...",sad
"I feel like Hmm, Everything is going well my job in my opinion",happy
"Hmm, Everything is going well my job in my opinion I think",happy
"Hmm, Everything is going well my job in my opinion?!",happy
"You know, This makes me really mad my future from my perspective...!",angry
This makes me really mad my future from my perspective...!?!,angry
"Maybe I'm just checking in my friends very,",neutral
"I'm just checking in my friends very, I think",neutral
"I'm just checking in my friends very,!!",neutral
I'm feeling down my friends very...,sad
"Honestly, I'm nervous about my future wouldn't you say?...?",anxious
"Actually, Look, I'm feeling great today! my relationship right?",happy
"I'm feeling down my past if you ask me, maybe",sad
"In my experience, Hey, Everything is going well my future I think...!",happy
"Hey, Everything is going well my future I think...! don't you think?",happy
"I believe You see, I'm really worried about my day",anxious
"You see, I'm really worried about my day I think",anxious
"You see, I'm really worried about my day?!",anxious
"I believe Look, I can't stop thinking about my job",anxious
"Look, I can't stop thinking about my job...",anxious
I think I'm just checking in my job as far as I can tell!!,neutral
I'm just checking in my job as far as I can tell!! you know?,neutral
"Well, I'm really upset about my future I believe",sad
"In my experience, So, I'm really upset about school?",sad
I'm really upset about my relationship quite?! from my perspective,sad
Can we discuss my friends very......?,neutral
"You know, To be honest, I'm nervous about my friends don't you think?",anxious
"To be honest, I'm nervous about my friends don't you think?...?",anxious
"Listen, This makes me really mad school...! you know?",angry
I'm just checking in work I suppose!,neutral
"I feel like Well, I'm so frustrated with my family I think!",angry
"Well, I'm so frustrated with my family I think!!",angry
"In my experience, I mean, I'm feeling down my job really,",sad
"I think I mean, I can't stop thinking about my day actually...",anxious
"I mean, I can't stop thinking about my day actually... maybe",anxious
"I mean, I can't stop thinking about my day actually...!!",anxious
Everything is going well my friends I think you know?,happy
Everything is going well my friends I think?!,happy
I'm just checking in my past from my perspective?? from my perspective,neutral
I'm just checking in my past from my perspective??!!,neutral
I'm nervous about school actually  you know?,anxious
"I believe Well, This makes me really mad my relationship in my opinion",angry
"Well, This makes me really mad my relationship in my opinion in my opinion",angry
"I think You know what, Can we discuss my future?",neutral
"Actually, I'm really worried about my day don't you think?",anxious
"Honestly, I'm just checking in my health if you ask me",neutral
I'm just checking in my health if you ask me I think,neutral
"Actually, Listen, Everything is going well my job you know",happy
"Listen, Everything is going well my job you know you know?",happy
"Well, I'm really worried about my friends quite in my opinion",anxious
"Well, I'm really worried about my friends quite...?",anxious
I'm feeling great today! my family!,happy
"You see, I'm really worried about my health right?",anxious
"You see, I'm really worried about my health...?",anxious
I can't believe my past in my opinion?!?!,angry
"So, Everything is going well my relationship very!!",happy
"I believe Hey, Can we discuss work",neutral
"You know, Everything is going well my future if you ask me",happy
Everything is going well my future if you ask me I think,happy
Everything is going well my future if you ask me...?,happy
"Maybe You know what, Everything is going well school it seems,",happy
"You know what, Everything is going well school it seems, you know?",happy
"You know what, Everything is going well school it seems,?!",happy
I'm really worried about my day I think from my perspective,anxious
"Hmm, I'm really worried about my health really maybe",anxious
"Look, I'm so frustrated with my family maybe",angry
"Look, I'm so frustrated with my family!!",angry
"I feel like Listen, Everything is going well my future",happy
"Listen, Everything is going well my future I think",happy
"You know, Hey, I'm really worried about my friends from my perspective",anxious
"Hey, I'm really worried about my friends from my perspective I think",anxious
"Actually, I can't stop thinking about work right?!?!",anxious
"Actually, Look, I can't stop thinking about my friends very",anxious
"Look, I can't stop thinking about my friends very I think",anxious
"Look, I can't stop thinking about my friends very!",anxious
"Well, I'm just checking in my job as far as I can tell you know?",neutral
"You see, I'm just checking in my past right? right?",neutral
"You see, I'm just checking in my past right?!",neutral
"In my experience, Actually, I'm really upset about work you know",sad
"Actually, I'm really upset about work you know!!",sad
"You know what, I'm feeling down my day if you ask me! from my perspective",sad
"You know what, I'm feeling down my day if you ask me!!",sad
"Actually, I can't stop thinking about my family it seems, in my opinion",anxious
I think This makes me really mad my day if you ask me,angry
"You know, I can't believe work quite ",angry
"I believe So, I'm nervous about my day??",anxious
"So, I'm nervous about my day??...",anxious
"Look, Everything is going well my friends right?",happy
"Look, Everything is going well my friends!",happy
I'm nervous about my past...!,anxious
"In my experience, Hey, I'm really upset about my past very",sad
